('Fold : ', 0)
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
Iter 108, Minibatch Loss= 154.726298, Training Accuracy= 0.98667
Iter 109, Minibatch Loss= 66.549530, Training Accuracy= 0.99333
Iter 110, Minibatch Loss= 186.795410, Training Accuracy= 0.98667
Iter 111, Minibatch Loss= 215.460464, Training Accuracy= 0.98000
Iter 112, Minibatch Loss= 397.694051, Training Accuracy= 0.97333
Iter 113, Minibatch Loss= 80.055415, Training Accuracy= 0.98667
Iter 114, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 115, Minibatch Loss= 658.051036, Training Accuracy= 0.96000
Iter 116, Minibatch Loss= 434.160094, Training Accuracy= 0.97333
Iter 117, Minibatch Loss= 395.276154, Training Accuracy= 0.97333
Iter 118, Minibatch Loss= 27.999062, Training Accuracy= 0.99333
Iter 119, Minibatch Loss= 93.961355, Training Accuracy= 0.98667
Iter 120, Minibatch Loss= 299.299113, Training Accuracy= 0.96667
Iter 121, Minibatch Loss= 8.553438, Training Accuracy= 0.99333
Iter 122, Minibatch Loss= 200.946920, Training Accuracy= 0.99333
Iter 123, Minibatch Loss= 71.387421, Training Accuracy= 0.99333
Iter 124, Minibatch Loss= 280.594045, Training Accuracy= 0.98000
Iter 125, Minibatch Loss= 641.429555, Training Accuracy= 0.96667
Iter 126, Minibatch Loss= 15.446041, Training Accuracy= 0.99333
Iter 127, Minibatch Loss= 478.378967, Training Accuracy= 0.97333
Iter 128, Minibatch Loss= 603.715645, Training Accuracy= 0.96667
Iter 129, Minibatch Loss= 146.199422, Training Accuracy= 0.98667
Iter 130, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 131, Minibatch Loss= 98.403646, Training Accuracy= 0.98000
Iter 132, Minibatch Loss= 37.760859, Training Accuracy= 0.99333
Iter 133, Minibatch Loss= 328.232301, Training Accuracy= 0.98667
Iter 134, Minibatch Loss= 68.411616, Training Accuracy= 0.99333
Iter 135, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 136, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 137, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 138, Minibatch Loss= 32.175156, Training Accuracy= 0.99333
Iter 139, Minibatch Loss= 38.832942, Training Accuracy= 0.98667
Iter 140, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 141, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 142, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 143, Minibatch Loss= 215.455472, Training Accuracy= 0.98667
Iter 144, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 145, Minibatch Loss= 322.297928, Training Accuracy= 0.98000
Iter 146, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 147, Minibatch Loss= 75.261927, Training Accuracy= 0.99333
Iter 148, Minibatch Loss= 33.451874, Training Accuracy= 0.99333
Iter 149, Minibatch Loss= 79.630651, Training Accuracy= 0.98667
Iter 150, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 151, Minibatch Loss= 136.089010, Training Accuracy= 0.99333
Iter 152, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 153, Minibatch Loss= 51.888489, Training Accuracy= 0.98667
Iter 154, Minibatch Loss= 56.300415, Training Accuracy= 0.99333
Iter 155, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 156, Minibatch Loss= 74.643855, Training Accuracy= 0.99333
Iter 157, Minibatch Loss= 255.189343, Training Accuracy= 0.98000
Iter 158, Minibatch Loss= 566.120565, Training Accuracy= 0.97333
Iter 159, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 160, Minibatch Loss= 109.126353, Training Accuracy= 0.98667
Iter 161, Minibatch Loss= 98.236511, Training Accuracy= 0.99333
Iter 162, Minibatch Loss= 320.113664, Training Accuracy= 0.98000
Iter 163, Minibatch Loss= 62.231145, Training Accuracy= 0.99333
Iter 164, Minibatch Loss= 62.409272, Training Accuracy= 0.98000
Iter 165, Minibatch Loss= 31.453593, Training Accuracy= 0.99333
Iter 166, Minibatch Loss= 32.955938, Training Accuracy= 0.98667
Iter 167, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 168, Minibatch Loss= 202.774353, Training Accuracy= 0.98667
Iter 169, Minibatch Loss= 156.921666, Training Accuracy= 0.98667
Iter 170, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 171, Minibatch Loss= 83.724141, Training Accuracy= 0.99333
Iter 172, Minibatch Loss= 227.014994, Training Accuracy= 0.98000
Iter 173, Minibatch Loss= 13.926614, Training Accuracy= 0.99333
Iter 174, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 175, Minibatch Loss= 0.287656, Training Accuracy= 0.99333
Iter 176, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 177, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 178, Minibatch Loss= 122.633881, Training Accuracy= 0.99333
Iter 179, Minibatch Loss= 72.185221, Training Accuracy= 0.99333
Iter 180, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 181, Minibatch Loss= 18.240053, Training Accuracy= 0.99333
Iter 182, Minibatch Loss= 75.202916, Training Accuracy= 0.99333
Iter 183, Minibatch Loss= 13.844115, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 288.653442, Training Accuracy= 0.99333
Iter 185, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 186, Minibatch Loss= 137.192347, Training Accuracy= 0.98667
Iter 187, Minibatch Loss= 195.430359, Training Accuracy= 0.99333
Iter 188, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 189, Minibatch Loss= 22.721771, Training Accuracy= 0.99333
Iter 190, Minibatch Loss= 38.711042, Training Accuracy= 0.99333
Iter 191, Minibatch Loss= 87.932241, Training Accuracy= 0.99333
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 194, Minibatch Loss= 25.247655, Training Accuracy= 0.99333
Iter 195, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 196, Minibatch Loss= 47.703074, Training Accuracy= 0.98667
Iter 197, Minibatch Loss= 134.390544, Training Accuracy= 0.99333
Iter 198, Minibatch Loss= 145.987030, Training Accuracy= 0.99333
Iter 199, Minibatch Loss= 374.360431, Training Accuracy= 0.98667

Training complete!
Model saved in file: tempModelsCNNFolds/model9.ckpt
('accuracy : ', 0.7857142857142857)
('precision : ', 0.86904761904761896)
('recall : ', 0.7857142857142857)
('f1 : ', 0.74761904761904763)


6
